pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,target,predicted_label,predicted_proba
EPIC 211892082.01,EPIC 211892082,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,10.90364,0.000729,-0.000777,0.0,,,,,2.214,0.097,-0.099,0.0,0.19752019,0.00865378,-0.0088322,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M0,3929.0,138.0,-138.0,0.0,0.59,0.018,-0.018,0.0,0.593,0.029,-0.027,0.0,-0.504,0.235,-0.235,0.0,[Fe/H],4.669,0.034,-0.034,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h45m12.10s,131.3004022,+18d36m35.21s,18.6097799,228.973,1.809,-1.782,15.267,0.126,-0.126,11.832,0.021,-0.021,14.6817,0.000323,-0.000323,2021-11-19,2021-12,2021-11-19,-1,1,0.94
EPIC 211897691.01,K2-339,0,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,5.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4678.76,62.94,-62.94,0.0,0.718666,,,0.0,0.75,,,0.0,-0.179,0.06,-0.06,0.0,[M/H],4.60008,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m19.81s,130.082542,+18d41m34.46s,18.6929046,360.36,5.236,-5.236,14.487,0.206,-0.206,12.173,0.023,-0.023,14.3436,0.000523,-0.000523,2016-07-18,2016-10,2016-07-18,-1,1,0.58
EPIC 211914998.02,K2-358,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,1,Transit,2022,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,24.6237203,0.0090182,-0.0079234,0.0,0.1984,0.0291,-0.0587,0.0,2.33,0.23,-0.16,0.0,0.20786903,0.02051926,-0.01427427,0.0,,,,,,,,,,,,,,,,,,585.0,12.0,-43.0,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5650.0,193.0,-152.0,0.0,0.91,0.04,-0.04,0.0,0.93,0.06,-0.06,0.0,-0.07,0.15,-0.16,0.0,[Fe/H],4.49,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m13.95s,133.8081054,+18d56m59.01s,18.9497263,480.307,6.8425,-6.8425,13.699,0.137,-0.137,11.989,0.021,-0.021,13.5733,0.000172,-0.000172,2022-04-18,2022-01,2022-04-18,-1,1,0.9
EPIC 211942755.01,EPIC 211942755,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,19.729071,0.004777,-0.004473,0.0,,,,,2.239,0.173,-0.176,0.0,0.19975054,0.01543405,-0.0157017,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K3,4735.0,55.0,-55.0,0.0,0.712,0.022,-0.022,0.0,0.769,0.187,-0.151,0.0,-0.535,0.052,-0.052,0.0,[Fe/H],4.619,0.091,-0.091,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m08.72s,124.5363137,+19d21m57.92s,19.3660902,349.289,3.5845,-3.5845,14.447,0.137,-0.137,12.02,0.02,-0.02,14.1142,0.00019,-0.00019,2021-11-19,2021-12,2021-11-19,-1,1,0.86
EPIC 211953244.01,EPIC 211953244,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,29.724674,0.008699,-0.0032,0.0,,,,,1.439,0.056,-0.067,0.0,0.1283792,0.00499599,-0.00597735,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5339.0,24.0,-24.0,0.0,0.854,0.013,-0.014,0.0,0.869,0.083,-0.074,0.0,0.09,0.02,-0.02,0.0,[Fe/H],4.515,0.037,-0.037,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h26m03.17s,126.5132158,+19d31m15.50s,19.5209728,120.419,0.562,-0.556,11.278,0.013,-0.013,9.131,0.022,-0.022,10.7665,0.000324,-0.000324,2021-11-19,2021-12,2021-11-19,-1,1,0.99
EPIC 211965883.01,EPIC 211965883,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,10.555,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4067.08,104.78,-104.78,0.0,0.722281,,,0.0,0.64,,,0.0,-0.2395,0.0995,-0.0995,0.0,[M/H],4.52683,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h04m37.69s,136.1570235,+19d42m51.89s,19.7144139,209.555,1.4845,-1.4845,15.71,0.2,-0.2,11.361,0.018,-0.018,14.0872,0.000444,-0.000444,2016-07-18,2016-10,2016-07-18,-1,1,0.66
EPIC 211965883.01,EPIC 211965883,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,10.55632,0.00067,-0.00065,0.0,,,,,2.86,0.24,-0.28,0.0,0.255,0.021,-0.025,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4067.08,104.78,-104.78,0.0,0.722281,,,0.0,0.64,,,0.0,-0.2395,0.0995,-0.0995,0.0,[M/H],4.52683,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h04m37.69s,136.1570235,+19d42m51.89s,19.7144139,209.555,1.4845,-1.4845,15.71,0.2,-0.2,11.361,0.018,-0.018,14.0872,0.000444,-0.000444,2017-12-14,2017-11,2017-12-14,-1,1,0.79
EPIC 211988320.01,EPIC 211988320,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,63.84825,0.00562,-0.00598,0.0,,,,,2.86,0.16,-0.15,0.0,0.255,0.014,-0.013,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3973.09,102.8,-102.8,0.0,0.731598,,,0.0,0.62,,,0.0,-0.567,0.098,-0.098,0.0,[M/H],4.50191,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h04m21.19s,136.0883061,+20d03m55.43s,20.065397,202.801,1.533,-1.533,14.822,0.092,-0.092,11.36,0.02,-0.02,14.1298,0.000338,-0.000338,2017-12-14,2017-11,2017-12-14,-1,1,0.96
EPIC 212008766.02,K2-274,1,CANDIDATE,Castro-Gonz&aacute;lez et al. 2022,1,1,Transit,2022,K2,Published Candidate,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,74.8,,,-1.0,0.32,,,-1.0,4.34,0.81,-0.66,0.0,0.38718953,0.07226348,-0.05888136,0.0,,,,,,,,,,,,,,,,,,86.0,,,1.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5044.0,43.0,-42.0,0.0,0.7,0.01,-0.01,0.0,0.79,0.01,-0.01,0.0,-0.16,0.03,-0.04,0.0,[Fe/H],4.64,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m07.77s,129.2823699,+20d23m57.30s,20.3992512,228.327,4.823,-4.631,13.181,0.114,-0.114,10.986,0.019,-0.019,12.8852,0.000295,-0.000295,2022-04-18,2022-01,2022-04-18,-1,1,0.84
EPIC 212035441.01,EPIC 212035441,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,2.714743,0.000277,-0.000276,0.0,,,,,1.198,0.063,-0.066,0.0,0.10687859,0.00562049,-0.00588814,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M3,3634.0,138.0,-138.0,0.0,0.415,0.014,-0.015,0.0,0.397,0.044,-0.041,0.0,0.31,0.235,-0.235,0.0,[Fe/H],4.802,0.059,-0.059,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h32m32.40s,128.1350093,+20d50m40.83s,20.8446748,196.9,4.836,-4.612,17.8046,0.0467,-0.0467,12.715,0.023,-0.023,16.4913,0.001023,-0.001023,2021-11-19,2021-12,2021-11-19,-1,1,0.56
EPIC 212048046.01,EPIC 212048046,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,9.375266,0.000812,-0.000511,0.0,,,,,3.545,0.347,-0.293,0.0,0.31626426,0.03095732,-0.02613975,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K4,4571.0,138.0,-138.0,0.0,0.747,0.061,-0.055,0.0,0.804,0.375,-0.248,0.0,-0.116,0.235,-0.235,0.0,[Fe/H],4.597,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h35m42.68s,128.9278377,+21d03m49.48s,21.0637447,529.649,16.814,-15.828,15.348,0.149,-0.149,12.853,0.03,-0.03,15.114,0.000331,-0.000331,2021-11-19,2021-12,2021-11-19,-1,1,0.62
EPIC 212099230.01,EPIC 212099230,0,CANDIDATE,Yu et al. 2018,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,7.112,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5595.68,123.53,-87.06,0.0,0.909317,0.029432,-0.050016,0.0,0.989,0.136736,-0.110861,0.0,0.163,0.021,-0.021,0.0,[M/H],4.51583,0.054344,-0.091193,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h32m17.56s,128.0731788,+22d00m20.85s,22.005792,123.647,0.779,-0.77,10.794,0.009,-0.009,8.873,0.023,-0.023,10.5241,0.000215,-0.000215,2016-07-18,2016-10,2016-07-18,-1,1,0.85
EPIC 212099230.01,EPIC 212099230,0,CANDIDATE,Yu et al. 2018,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,7.11047482,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5595.68,123.53,-87.06,0.0,0.909317,0.029432,-0.050016,0.0,0.989,0.136736,-0.110861,0.0,0.163,0.021,-0.021,0.0,[M/H],4.51583,0.054344,-0.091193,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h32m17.56s,128.0731788,+22d00m20.85s,22.005792,123.647,0.779,-0.77,10.794,0.009,-0.009,8.873,0.023,-0.023,10.5241,0.000215,-0.000215,2016-12-21,2016-10,2016-12-21,-1,1,0.85
EPIC 212141021.01,EPIC 212141021,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2.918,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4996.93,83.13,-129.16,0.0,0.763904,0.05245,-0.035409,0.0,0.828,0.103905,-0.088239,0.0,0.082,0.051,-0.051,0.0,[M/H],4.59002,0.079958,-0.077394,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m41.08s,127.9211671,+22d50m29.71s,22.8415869,274.014,2.199,-2.165,13.525,0.092,-0.092,11.242,0.017,-0.017,13.2686,0.00026,-0.00026,2016-07-18,2016-10,2016-07-18,-1,1,0.8
EPIC 212283840.01,EPIC 212283840,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,16.715029,0.001213,-0.00118,0.0,,,,,3.402,0.919,-0.415,0.0,0.30350663,0.08198783,-0.03702388,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5406.0,138.0,-138.0,0.0,0.854,0.056,-0.053,0.0,0.821,0.36,-0.254,0.0,-0.189,0.198,-0.198,0.0,[Fe/H],4.49,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h43m37.02s,205.9042638,-18d01m25.50s,-18.0237509,376.519,4.147,-4.059,13.765,0.183,-0.183,11.624,0.035,-0.035,13.6787,0.00036,-0.00036,2021-11-19,2021-12,2021-11-19,-1,1,0.84
EPIC 212409658.01,EPIC 212409658,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3.746332,0.00068,-0.001147,0.0,,,,,1.638,0.212,-0.177,0.0,0.14613282,0.01891341,-0.01579091,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K5,4395.0,138.0,-138.0,0.0,0.726,0.056,-0.051,0.0,0.795,0.359,-0.246,0.0,-0.085,0.235,-0.235,0.0,[Fe/H],4.615,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h24m48.98s,201.2040701,-14d41m39.49s,-14.6943019,358.223,4.695,-4.578,14.945,0.183,-0.183,12.13,0.026,-0.026,14.5838,0.000368,-0.000368,2021-11-19,2021-12,2021-11-19,-1,1,0.92
EPIC 212569876.01,EPIC 212569876,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,21.379793,0.004234,-0.00418,0.0,,,,,2.088,0.182,-0.17,0.0,0.1862792,0.01623698,-0.01516641,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K3,4722.0,138.0,-138.0,0.0,0.698,0.054,-0.05,0.0,0.825,0.377,-0.254,0.0,-0.248,0.235,-0.235,0.0,[Fe/H],4.665,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h27m12.04s,201.8001504,-11d14m50.01s,-11.2472248,494.551,12.49,-11.899,15.32,0.092,-0.092,12.807,0.039,-0.039,14.9308,0.000473,-0.000473,2021-11-19,2021-12,2021-11-19,-1,1,0.73
EPIC 212616320.01,EPIC 212616320,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,12.346663,0.005252,-0.002923,0.0,,,,,2.345,0.194,-0.173,0.0,0.20920725,0.01730755,-0.01543405,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5685.0,138.0,-138.0,0.0,1.011,0.071,-0.063,0.0,0.88,0.386,-0.276,0.0,-0.159,0.235,-0.235,0.0,[Fe/H],4.371,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h36m15.11s,204.0629419,-10d13m10.79s,-10.2196639,803.651,23.454,-22.182,14.735,0.446,-0.446,12.821,0.029,-0.029,14.399,0.000399,-0.000399,2021-11-19,2021-12,2021-11-19,-1,1,0.75
EPIC 212636654.01,EPIC 212636654,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,11.090822,0.002254,-0.002206,0.0,,,,,1.818,0.147,-0.144,0.0,0.16219138,0.01311448,-0.01284684,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G0,5763.0,138.0,-138.0,0.0,0.989,0.061,-0.059,0.0,0.652,0.283,-0.209,0.0,-0.481,0.198,-0.198,0.0,[Fe/H],4.259,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h31m16.03s,202.8168022,-09d45m10.82s,-9.7530058,593.791,10.584,-10.227,13.779,0.114,-0.114,12.207,0.024,-0.024,13.6846,0.000262,-0.000262,2021-11-19,2021-12,2021-11-19,-1,1,0.92
EPIC 212688722.01,EPIC 212688722,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5.734172,0.000787,-0.001401,0.0,,,,,6.2,0.666,-0.608,0.0,0.5531279,0.05941664,-0.05424222,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G8,5192.0,138.0,-138.0,0.0,2.747,0.26,-0.233,0.0,1.147,0.525,-0.371,0.0,-0.447,0.235,-0.235,0.0,[Fe/H],3.618,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h45m10.46s,206.2936004,-08d32m09.67s,-8.5360205,1949.06,129.22,-114.44,14.911,0.126,-0.126,12.699,0.034,-0.034,14.5461,0.000342,-0.000342,2021-11-19,2021-12,2021-11-19,-1,1,0.55
EPIC 212691727.01,EPIC 212691727,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,6.430383,0.000283,-0.000515,0.0,,,,,4.309,0.285,-0.262,0.0,0.38442389,0.02542604,-0.02337411,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G3,5735.0,138.0,-138.0,0.0,1.054,0.068,-0.063,0.0,0.839,0.373,-0.256,0.0,-0.179,0.235,-0.235,0.0,[Fe/H],4.314,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h20m28.64s,200.1193283,-08d27m51.98s,-8.4644381,400.633,8.636,-8.286,12.946,0.126,-0.126,11.207,0.024,-0.024,12.6673,0.000255,-0.000255,2021-11-19,2021-12,2021-11-19,-1,1,0.89
EPIC 212735133.01,EPIC 212735133,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,7.685505,0.00126,-0.001199,0.0,,,,,2.084,0.18,-0.172,0.0,0.18592235,0.01605855,-0.01534484,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G9,5176.0,138.0,-138.0,0.0,0.703,0.052,-0.049,0.0,0.695,0.32,-0.219,0.0,-0.594,0.198,-0.198,0.0,[Fe/H],4.587,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m02.94s,202.262238,-07d22m44.27s,-7.3789629,689.524,22.807,-21.417,15.534,0.332,-0.332,13.408,0.043,-0.043,15.2823,0.000604,-0.000604,2021-11-19,2021-12,2021-11-19,-1,1,0.57
EPIC 212746655.01,EPIC 212746655,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,34.383193,0.004106,-0.004929,0.0,,,,,2.856,0.257,-0.234,0.0,0.25479569,0.02292804,-0.02087612,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G4,5666.0,138.0,-138.0,0.0,0.972,0.065,-0.057,0.0,0.765,0.349,-0.23,0.0,-0.137,0.235,-0.235,0.0,[Fe/H],4.343,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h17m01.57s,199.2565541,-07d04m14.66s,-7.0707387,624.09,11.948,-11.515,14.088,0.126,-0.126,12.36,0.027,-0.027,13.8608,0.000321,-0.000321,2021-11-19,2021-12,2021-11-19,-1,1,0.89
