pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,target,predicted_label,predicted_proba
EPIC 247874191.01,EPIC 247874191,1,CANDIDATE,del Ser et al. 2022,1,0,Transit,2022,K2,Published Confirmed,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,7.624,0.0007,-0.001,0.0,0.0775,0.0036,-0.004,0.0,2.4551,0.1655,-0.1378,0.0,0.21902973,0.01476495,-0.01229371,0.0,,,,,,,,,,,,,,321.73,,,0.0,,,,,0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,,5998.0,138.0,-138.0,0.0,1.29,0.085,-0.08,0.0,1.053,0.468,-0.315,0.0,-0.163,0.235,-0.235,0.0,[Fe/H],4.241,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m05.49s,73.272889,+24d55m00.13s,24.916703,867.887,28.4095,-28.4095,14.957,0.092,-0.092,12.459,0.027,-0.027,14.5723,0.000299,-0.000299,2022-11-07,2022-10,2022-11-07,-1,1,0.58
EPIC 247885088.01,EPIC 247885088,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,6.363302,0.000277,-0.000273,0.0,,,,,2.786,0.368,-0.298,0.0,0.2485507,0.03283082,-0.02658583,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K5,4482.0,138.0,-138.0,0.0,0.819,0.063,-0.057,0.0,1.022,0.473,-0.315,0.0,-0.024,0.235,-0.235,0.0,[Fe/H],4.621,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m01.93s,75.7580536,+24d59m23.92s,24.9899779,208.081,1.398,-1.38,13.797,0.126,-0.126,10.657,0.023,-0.023,13.3596,0.000274,-0.000274,2021-11-19,2021-12,2021-11-19,-1,1,0.94
EPIC 247988033.01,EPIC 247988033,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5.164157,0.000328,-0.000305,0.0,,,,,1.006,0.052,-0.052,0.0,0.08974946,0.00463914,-0.00463914,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M0,3832.0,138.0,-138.0,0.0,0.627,0.019,-0.019,0.0,0.612,0.021,-0.02,0.0,0.079,0.235,-0.235,0.0,[Fe/H],4.63,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h30m48.17s,67.7006996,+25d43m00.06s,25.7166832,84.41801,,,12.748,0.03,-0.03,9.124,0.018,-0.018,12.5931,0.001516,-0.001516,2021-11-19,2021-12,2021-11-19,-1,1,0.83
EPIC 248018863.01,EPIC 248018863,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,18.001053,0.002099,-0.00201,0.0,,,,,3.794,0.262,-0.235,0.0,0.33847859,0.02337411,-0.02096533,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,F9,5579.0,138.0,-138.0,0.0,1.043,0.065,-0.059,0.0,0.903,0.396,-0.272,0.0,0.091,0.235,-0.235,0.0,[Fe/H],4.359,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h27m41.45s,66.9226992,+25d56m44.19s,25.945608,439.116,6.276,-6.103,14.829,0.309,-0.309,11.54,0.021,-0.021,14.2093,0.000286,-0.000286,2021-11-19,2021-12,2021-11-19,-1,1,0.79
EPIC 248222323.01,EPIC 248222323,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,9.426901,0.00062,-0.000571,0.0,,,,,5.543,1.209,-0.646,0.0,0.49451419,0.10785994,-0.05763236,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,F5,5895.0,138.0,-138.0,0.0,1.427,0.085,-0.079,0.0,1.128,0.5,-0.347,0.0,0.085,0.235,-0.235,0.0,[Fe/H],4.184,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h49m32.01s,72.3833733,+27d41m46.17s,27.6961582,244.912,2.44,-2.394,12.46,0.092,-0.092,9.474,0.021,-0.021,11.933,0.000311,-0.000311,2021-11-19,2021-12,2021-11-19,-1,1,0.78
EPIC 248420036.01,EPIC 248420036,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.71688,0.000127,-0.000136,0.0,,,,,3.725,0.299,-0.263,0.0,0.33232281,0.02667504,-0.02346333,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K3,4846.0,138.0,-138.0,0.0,0.701,0.051,-0.047,0.0,0.857,0.39,-0.268,0.0,-0.238,0.235,-0.235,0.0,[Fe/H],4.679,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h31m42.54s,157.9272674,+00d21m13.82s,0.3538401,351.038,4.3315,-4.3315,14.459,0.137,-0.137,12.02,0.024,-0.024,14.1803,0.000469,-0.000469,2021-11-19,2021-12,2021-11-19,-1,1,0.93
EPIC 248527709.01,EPIC 248527709,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,5.751763,0.000214,-0.000164,0.0,,,,,2.378,0.195,-0.177,0.0,0.21215132,0.01739676,-0.01579091,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K5,4256.0,138.0,-138.0,0.0,0.726,0.056,-0.052,0.0,0.802,0.372,-0.248,0.0,0.004,0.235,-0.235,0.0,[Fe/H],4.623,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h13m24.00s,153.3500149,+03d57m36.47s,3.9601293,157.656,1.367,-1.344,13.279,0.126,-0.126,10.391,0.019,-0.019,12.9367,0.000619,-0.000619,2021-11-19,2021-12,2021-11-19,-1,1,0.93
EPIC 248527709.02,EPIC 248527709,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,10.472764,0.000599,-0.000585,0.0,,,,,2.354,0.203,-0.177,0.0,0.21001018,0.01811048,-0.01579091,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K5,4256.0,138.0,-138.0,0.0,0.726,0.056,-0.052,0.0,0.802,0.372,-0.248,0.0,0.004,0.235,-0.235,0.0,[Fe/H],4.623,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h13m24.00s,153.3500149,+03d57m36.47s,3.9601293,157.656,1.367,-1.344,13.279,0.126,-0.126,10.391,0.019,-0.019,12.9367,0.000619,-0.000619,2021-11-19,2021-12,2021-11-19,-1,1,0.94
EPIC 248639411.01,EPIC 248639411,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,3.577394,7.5e-05,-7.3e-05,0.0,,,,,3.05,0.121,-0.115,0.0,0.27210324,0.01079492,-0.01025963,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K4,4626.0,49.0,-49.0,0.0,0.799,0.024,-0.023,0.0,0.87,0.186,-0.15,0.0,0.072,0.047,-0.047,0.0,[Fe/H],4.573,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h17m00.04s,154.2501533,+06d51m59.32s,6.8664785,245.302,2.108,-2.072,13.5,0.092,-0.092,11.011,0.023,-0.023,13.1817,0.000354,-0.000354,2021-11-19,2021-12,2021-11-19,-1,1,0.86
EPIC 248740016.01,EPIC 248740016,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,14.390721,0.001495,-0.000835,0.0,,,,,2.55,0.175,-0.162,0.0,0.22749615,0.01561248,-0.0144527,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G2,5872.0,138.0,-138.0,0.0,1.025,0.059,-0.058,0.0,0.863,0.381,-0.258,0.0,-0.074,0.235,-0.235,0.0,[Fe/H],4.352,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h36m31.56s,159.1314923,+09d14m29.69s,9.2415816,192.047,1.831,-1.797,11.145,0.012,-0.012,9.639,0.02,-0.02,11.0132,0.000611,-0.000611,2021-11-19,2021-12,2021-11-19,-1,1,0.94
EPIC 248740571.01,EPIC 248740571,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,9.032248,0.001133,-0.001023,0.0,,,,,2.364,0.192,-0.176,0.0,0.21090232,0.01712912,-0.0157017,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,4967.0,138.0,-138.0,0.0,0.762,0.056,-0.051,0.0,0.993,0.441,-0.304,0.0,-0.114,0.235,-0.235,0.0,[Fe/H],4.668,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h35m26.66s,158.8611011,+09d15m13.82s,9.2538391,465.667,9.086,-8.751,14.76,0.172,-0.172,12.418,0.026,-0.026,14.4611,0.000386,-0.000386,2021-11-19,2021-12,2021-11-19,-1,1,0.83
EPIC 248740571.02,EPIC 248740571,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,16.100178,0.00216,-0.002201,0.0,,,,,2.576,0.209,-0.19,0.0,0.22981572,0.01864576,-0.01695069,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,K0,4967.0,138.0,-138.0,0.0,0.762,0.056,-0.051,0.0,0.993,0.441,-0.304,0.0,-0.114,0.235,-0.235,0.0,[Fe/H],4.668,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h35m26.66s,158.8611011,+09d15m13.82s,9.2538391,465.667,9.086,-8.751,14.76,0.172,-0.172,12.418,0.026,-0.026,14.4611,0.000386,-0.000386,2021-11-19,2021-12,2021-11-19,-1,1,0.87
EPIC 248740905.01,EPIC 248740905,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,2.491154,3.8e-05,-3.9e-05,0.0,,,,,9.774,0.195,-0.188,0.0,0.87197938,0.01739676,-0.01677227,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,F6,6362.0,15.0,-15.0,0.0,1.756,0.032,-0.031,0.0,1.49,0.103,-0.094,0.0,0.065,0.013,-0.013,0.0,[Fe/H],4.122,0.024,-0.024,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h24m02.77s,156.0115597,+09d15m41.08s,9.2614122,306.918,4.393,-4.272,10.656,0.01,-0.01,9.39,0.019,-0.019,10.5134,0.000601,-0.000601,2021-11-19,2021-12,2021-11-19,-1,1,0.92
EPIC 248865761.01,EPIC 248865761,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,13.071041,0.001913,-0.00216,0.0,,,,,2.285,0.169,-0.158,0.0,0.2038544,0.0150772,-0.01409584,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G0,5937.0,138.0,-138.0,0.0,1.246,0.079,-0.072,0.0,0.935,0.403,-0.28,0.0,-0.148,0.235,-0.235,0.0,[Fe/H],4.214,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h45m53.57s,161.4732113,+12d18m05.65s,12.3015708,574.665,13.131,-12.568,13.072,0.114,-0.114,11.586,0.021,-0.021,12.9305,0.000502,-0.000502,2021-11-19,2021-12,2021-11-19,-1,1,0.78
EPIC 248869142.01,EPIC 248869142,1,CANDIDATE,Zink et al. 2021,1,0,Transit,2021,K2,Published Candidate,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,28.848339,0.004837,-0.004662,0.0,,,,,3.657,0.164,-0.16,0.0,0.32625625,0.01463113,-0.01427427,0.0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,F9,5344.0,18.0,-18.0,0.0,1.75,0.047,-0.046,0.0,0.698,0.057,-0.053,0.0,-0.442,0.014,-0.014,0.0,[Fe/H],3.795,0.025,-0.025,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h50m45.79s,162.690781,+12d23m21.68s,12.3893543,208.346,4.908,-4.691,10.525,0.007,-0.007,8.782,0.018,-0.018,10.4234,0.000446,-0.000446,2021-11-19,2021-12,2021-11-19,-1,1,0.96
